"PID_PRCPID","OID_CNT","FirstOfUSE_MAIN","MAX_FLR","TOT_FLRARE","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"0502756000",2,"Office",4,989.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,989.79,0.00,0.00,0.00,0.00,0.00,0.00
"0502757000",1,"Residential",6,904.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,904.63,0.00,0.00,0.00,0.00,0.00
"0502758000",2,"Residential",5,823.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,823.00,0.00,0.00,0.00,0.00,0.00
"0502759000",2,"Residential",5,762.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,762.33,0.00,0.00,0.00,0.00,0.00
"0502760000",1,"Residential",5,839.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839.99,0.00,0.00,0.00,0.00,0.00
"0502761000",2,"Residential",6,1003.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003.54,0.00,0.00,0.00,0.00,0.00
"0502762000",1,"Residential",6,1002.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1002.11,0.00,0.00,0.00,0.00,0.00
"0502763000",1,"Residential",6,629.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629.02,0.00,0.00,0.00,0.00,0.00
"0502764000",1,"Residential",6,703.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703.53,0.00,0.00,0.00,0.00,0.00
"0502765000",1,"Residential",5,552.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552.71,0.00,0.00,0.00,0.00,0.00
"0502766000",1,"Residential",5,625.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.82,0.00,0.00,0.00,0.00,0.00
"0502767000",1,"Residential",5,631.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.55,0.00,0.00,0.00,0.00,0.00
"0502768000",2,"Residential",6,725.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.25,0.00,0.00,0.00,0.00,0.00
"0502769000",1,"Residential",6,710.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.23,0.00,0.00,0.00,0.00,0.00
"0502770000",1,"Residential",6,645.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.55,0.00,0.00,0.00,0.00,0.00
"0502771000",2,"Residential",6,759.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.41,0.00,0.00,0.00,0.00,0.00
"0502772000",1,"Residential",6,704.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704.55,0.00,0.00,0.00,0.00,0.00
"0502773000",1,"MedicalLab",5,1759.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1759.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502774000",1,"MedicalLab",5,524.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502775000",1,"MedicalLab",5,590.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502776000",1,"Residential",10,3687.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3687.92,0.00,0.00,0.00,0.00,0.00
"0502777000",3,"Residential",7,981.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.12,0.00,0.00,0.00,0.00,0.00
"0502778000",2,"Residential",6,713.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.16,0.00,0.00,0.00,0.00,0.00
"0502779000",1,"Residential",6,451.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451.41,0.00,0.00,0.00,0.00,0.00
"0501403000",1,"Residential",6,959.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639.51,0.00,319.75,0.00,0.00,0.00
"0501404000",1,"Residential",4,596.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.09,0.00,298.09,0.00,0.00,0.00
"0501405000",1,"Residential",5,750.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.41,0.00,300.27,0.00,0.00,0.00
"0501406000",1,"Office",5,664.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.81,0.00,0.00,265.87,0.00,0.00,0.00
"0501407000a",2,"Office",5,910.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910.05,0.00,0.00,0.00,0.00,0.00,0.00
"0501408000",1,"Residential",6,1208.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,805.64,0.00,402.82,0.00,0.00,0.00
"0501409000a",2,"Residential",6,796.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,652.26,0.00,144.43,0.00,0.00,0.00
"0501410000",3,"Residential",6,784.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494.34,0.00,289.83,0.00,0.00,0.00
"0501411000",2,"Residential",6,718.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.79,0.00,260.43,0.00,0.00,0.00
"0501412000",2,"SchoolDaycare",5,3321.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3321.01,0.00,0.00
"0502566000",2,"Residential",10,5031.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5031.69,0.00,0.00,0.00,0.00,0.00
"0502567000",2,"CollegeAcademic",7,2205.27,0.00,2205.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502568000",2,"CollegeAcademic",6,1253.68,0.00,1253.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502569000",2,"CollegeAcademic",6,1314.58,0.00,1314.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502570000",2,"CollegeAcademic",6,2009.35,0.00,2009.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502571000",2,"CollegeAcademic",6,1053.00,0.00,1053.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502924000",1,"Residential",5,2219.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2219.19,0.00,0.00,0.00,0.00,0.00
"0502925000",2,"Residential",6,1182.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1182.70,0.00,0.00,0.00,0.00,0.00
"0502926000",2,"Residential",5,1090.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1090.97,0.00,0.00,0.00,0.00,0.00
"0502927000",2,"Residential",5,897.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,897.63,0.00,0.00,0.00,0.00,0.00
"0502928000",1,"Residential",5,1106.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1106.28,0.00,0.00,0.00,0.00,0.00
"0502929000",2,"Residential",5,927.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,927.70,0.00,0.00,0.00,0.00,0.00
"0502930000",2,"Residential",5,951.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,951.51,0.00,0.00,0.00,0.00,0.00
"0502931000",1,"Residential",5,848.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,848.85,0.00,0.00,0.00,0.00,0.00
"0502932000",1,"Residential",5,830.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830.04,0.00,0.00,0.00,0.00,0.00
"0502933000",1,"Residential",5,850.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.32,0.00,0.00,0.00,0.00,0.00
"0502934000",1,"Residential",5,989.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,989.50,0.00,0.00,0.00,0.00,0.00
"0502935000",1,"Residential",6,1277.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1277.84,0.00,0.00,0.00,0.00,0.00
"0502936000",1,"Residential",6,1158.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1158.84,0.00,0.00,0.00,0.00,0.00
"0502937000",2,"SchoolDaycare",6,1464.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1464.46,0.00,0.00
"0502938000",2,"SchoolDaycare",6,1564.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1564.50,0.00,0.00
"0502939000",2,"Office",5,3411.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3411.22,0.00,0.00,0.00,0.00,0.00,0.00
"0502940000",2,"Residential",6,1712.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1712.78,0.00,0.00,0.00,0.00,0.00
"0502941000",1,"Residential",6,826.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,826.78,0.00,0.00,0.00,0.00,0.00
"0502942000",1,"Residential",6,1062.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062.93,0.00,0.00,0.00,0.00,0.00
"0502943000",1,"Residential",6,1397.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1397.62,0.00,0.00,0.00,0.00,0.00
"0502944000",1,"Residential",5,1040.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1040.85,0.00,0.00,0.00,0.00,0.00
"0502945000",1,"Residential",6,1434.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1434.56,0.00,0.00,0.00,0.00,0.00
"0502946000",1,"Residential",6,1089.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1089.30,0.00,0.00,0.00,0.00,0.00
"0502947000",1,"Residential",5,1213.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1213.09,0.00,0.00,0.00,0.00,0.00
"0502948000",1,"Residential",6,1245.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1245.75,0.00,0.00,0.00,0.00,0.00
"0502949000",2,"Residential",6,1114.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1114.90,0.00,0.00,0.00,0.00,0.00
"0502950000",1,"Residential",6,1155.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1155.13,0.00,0.00,0.00,0.00,0.00
"0502951000",1,"Residential",6,1085.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1085.35,0.00,0.00,0.00,0.00,0.00
"0502952000",1,"Residential",7,5906.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5906.60,0.00,0.00,0.00,0.00,0.00
"0502953000",1,"Residential",5,972.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,972.95,0.00,0.00,0.00,0.00,0.00
"0502954000",1,"Residential",5,1170.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1170.06,0.00,0.00,0.00,0.00,0.00
"0502955000",1,"Residential",4,614.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,614.71,0.00,0.00,0.00,0.00,0.00
"0502956000",2,"Residential",4,680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680.00,0.00,0.00,0.00,0.00,0.00
"0502957000",1,"Residential",5,752.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752.50,0.00,0.00,0.00,0.00,0.00
"0502958000",1,"Residential",6,891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,891.00,0.00,0.00,0.00,0.00,0.00
"0502959000",1,"Residential",5,747.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747.75,0.00,0.00,0.00,0.00,0.00
"0502960000",1,"Residential",6,981.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.39,0.00,0.00,0.00,0.00,0.00
"0502961000",1,"Residential",5,749.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.83,0.00,0.00,0.00,0.00,0.00
"0502962000",2,"Residential",6,1021.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1021.11,0.00,0.00,0.00,0.00,0.00
"0502963000",2,"Residential",5,835.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835.48,0.00,0.00,0.00,0.00,0.00
"0502964000",1,"Residential",4,664.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.71,0.00,0.00,0.00,0.00,0.00
"0502965000",2,"Residential",4,716.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716.43,0.00,0.00,0.00,0.00,0.00
"0502966000",1,"Residential",4,603.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,603.03,0.00,0.00,0.00,0.00,0.00
"0502967000",1,"Residential",4,593.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,593.09,0.00,0.00,0.00,0.00,0.00
"0502968000",2,"Residential",5,658.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,658.05,0.00,0.00,0.00,0.00,0.00
"0502969000",2,"Residential",5,672.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.26,0.00,0.00,0.00,0.00,0.00
"0502970000",2,"Residential",5,996.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,996.24,0.00,0.00,0.00,0.00,0.00
"0502971000",1,"Residential",5,2086.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2086.98,0.00,0.00,0.00,0.00,0.00
"0503000000",1,"Residential",5,451.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.80,0.00,90.20,0.00,0.00,0.00
"0503001000",1,"Restaurant",3,1007.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1007.34,0.00,0.00,0.00,0.00
"0503002000",1,"Retail",3,538.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,538.52,0.00,0.00,0.00
"0503003000",2,"Office",3,611.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.79,0.00,0.00,407.58,0.00,0.00,0.00
"0503004000",1,"Office",4,819.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.67,0.00,0.00,409.67,0.00,0.00,0.00
"0503005010",1,"Office",4,759.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.84,0.00,0.00,379.84,0.00,0.00,0.00
"0503006000",1,"Retail",3,624.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624.93,0.00,0.00,0.00
"0503007000",1,"Office",3,541.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.29,0.00,0.00,180.64,0.00,0.00,0.00
"0503008000",1,"Retail",7,4599.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4599.43,0.00,0.00,0.00
"0503009000",1,"Office",4,2243.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1121.95,0.00,0.00,1121.95,0.00,0.00,0.00
"0503010000",1,"Office",4,1060.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.13,0.00,0.00,530.13,0.00,0.00,0.00
"0503011000",2,"Office",4,899.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.80,0.00,0.00,521.93,0.00,0.00,0.00
"0503012000",2,"Office",4,858.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359.74,0.00,0.00,498.79,0.00,0.00,0.00
"0503013000",1,"Office",4,1072.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,536.39,0.00,0.00,536.39,0.00,0.00,0.00
"0503014000",1,"Office",6,8324.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6937.25,0.00,0.00,1387.45,0.00,0.00,0.00
"0503015000",1,"Residential",7,5576.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4779.60,0.00,796.60,0.00,0.00,0.00
"0503016000",1,"Residential",5,657.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.46,0.00,0.00,0.00,0.00,0.00
"0503017000",1,"Residential",5,653.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,653.12,0.00,0.00,0.00,0.00,0.00
"0503018000",1,"Residential",5,607.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,607.64,0.00,0.00,0.00,0.00,0.00
"0503019000",1,"Residential",5,695.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,695.34,0.00,0.00,0.00,0.00,0.00
"0503020000",1,"Residential",5,630.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,630.99,0.00,0.00,0.00,0.00,0.00
"0503021000",1,"Residential",5,607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,607.00,0.00,0.00,0.00,0.00,0.00
"0503022000",1,"Residential",5,627.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.58,0.00,0.00,0.00,0.00,0.00
"0503023000",1,"Residential",5,643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.00,0.00,0.00,0.00,0.00,0.00
"0503024000",1,"Residential",5,622.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622.41,0.00,0.00,0.00,0.00,0.00
"0503025000",1,"Residential",5,589.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,589.22,0.00,0.00,0.00,0.00,0.00
"0503026000",1,"Residential",5,682.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682.11,0.00,0.00,0.00,0.00,0.00
"0503027000",1,"Residential",5,708.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,708.96,0.00,0.00,0.00,0.00,0.00
"0503028000",1,"Residential",5,674.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674.47,0.00,0.00,0.00,0.00,0.00
"0503029000",1,"Residential",5,670.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.83,0.00,0.00,0.00,0.00,0.00
"0503030000",2,"Residential",4,571.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.61,0.00,0.00,0.00,0.00,0.00
"0503031000",2,"Residential",5,577.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.28,0.00,0.00,0.00,0.00,0.00
"0503032000",1,"Residential",5,726.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.01,0.00,0.00,0.00,0.00,0.00
"0503033000",2,"Residential",6,784.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,784.54,0.00,0.00,0.00,0.00,0.00
"0503034000",1,"Residential",5,617.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617.73,0.00,0.00,0.00,0.00,0.00
"0503035000",1,"Residential",5,657.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.13,0.00,0.00,0.00,0.00,0.00
"0503036000",1,"Residential",5,790.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790.90,0.00,0.00,0.00,0.00,0.00
"0503037000",1,"Residential",5,722.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722.87,0.00,0.00,0.00,0.00,0.00
"0503038000",1,"Residential",6,3110.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3110.50,0.00,0.00,0.00,0.00,0.00
"0503039000",1,"Residential",4,380.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.93,0.00,0.00,0.00,0.00,0.00
"0503040000",1,"Residential",4,379.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.59,0.00,0.00,0.00,0.00,0.00
"0503041000",1,"Residential",4,373.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.35,0.00,0.00,0.00,0.00,0.00
"0503042000",1,"Residential",4,380.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.53,0.00,0.00,0.00,0.00,0.00
"0503045000",1,"Retail",10,15069.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15069.93,0.00,0.00,0.00
"0503046000",1,"Office",2,1230.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1230.40,0.00,0.00,0.00,0.00,0.00,0.00
"0503047000",1,"Retail",2,379.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.67,0.00,0.00,0.00
"0503048000",1,"Retail",2,392.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.05,196.05,0.00,0.00,0.00
"0503049000",1,"Retail",2,373.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.97,0.00,0.00,0.00
"0503050000",1,"Retail",2,461.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461.74,0.00,0.00,0.00
"0503051000",1,"Office",3,918.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.31,0.00,0.00,612.62,0.00,0.00,0.00
"0503052000",1,"Office",3,635.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.68,0.00,0.00,423.37,0.00,0.00,0.00
"0503053000",1,"Office",4,1990.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,995.38,0.00,0.00,995.38,0.00,0.00,0.00
"0503054000",1,"Office",3,584.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.73,0.00,0.00,389.47,0.00,0.00,0.00
"0503055000",1,"Office",3,483.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.28,0.00,0.00,322.57,0.00,0.00,0.00
"0503056000",1,"Office",3,492.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.11,0.00,0.00,328.23,0.00,0.00,0.00
"0503057000",2,"Retail",4,723.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,723.10,0.00,0.00,0.00
"0503058000",2,"Retail",4,759.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.48,0.00,0.00,0.00
"0503059000",1,"Office",3,641.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.96,0.00,0.00,427.93,0.00,0.00,0.00
"0503060000",1,"Office",3,593.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197.69,0.00,0.00,395.39,0.00,0.00,0.00
"0503061000",1,"Office",4,966.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.00,0.00,0.00,241.66,0.00,0.00,0.00
"0503062000",2,"CollegeAcademic",7,3583.49,0.00,3583.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503064000",1,"FirePolice",3,1158.29,0.00,0.00,0.00,1158.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503064001",1,"Office",2,61.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.81,0.00,0.00,0.00,0.00,0.00,0.00
"0503065100a",1,"Restaurant",1,330.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.02,0.00,0.00,0.00,0.00
"0502780000",1,"Residential",6,588.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,588.59,0.00,0.00,0.00,0.00,0.00
"0502781000",1,"Residential",6,777.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,777.40,0.00,0.00,0.00,0.00,0.00
"0502782000",1,"Residential",6,727.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727.76,0.00,0.00,0.00,0.00,0.00
"0502784010",2,"Residential",6,1572.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1572.51,0.00,0.00,0.00,0.00,0.00
"0502785000",1,"Residential",6,664.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.67,0.00,0.00,0.00,0.00,0.00
